,comments,score,sentiments
2717,"Sudah terjadi...baru ribut...
berarti sistim pengambilan keputusannya ..dari pengusaha..ke pemerintah pusat .ke pemerintah daerah . diberi amplop tebak .(???.. it maybe.did).. ACC... Jalan..sekian bulan...kerusakan lingkungan ..ribut....hehe..pengawasnya..tak ada atau ada. .tidur..atau di amplopi..(???)...RUSAK SISTIM..PENGAMBILAN KEPUTUSAN...dan ANALISA FORECASTING KE HARI DEPAN...LEMAH..
.....oooohhh..
...this is a weakness of ours....😭😭😭",-1,negative
2718,"Itu di tengah hutan, kalau Lapindo Brantas di tengah kota saja hancur sampai sekarang belum berhenti",-1,negative
2719,"Kekayaan alam Indonesia di kuasai golongan, rakyat menderita",-1,negative
2720,"Otak jahatnya kelompok bahlil, mulai dari rempang sampai sekarnag raja ampat, kelompok bahlil benar2 jahat untuk mengeruk hasil bumi indonesia,. Bahlil harus di oecat iti klompok para penjarah",-1,negative
2721,"luhut binsar panjaitan ada di balik itu ,,,,lbp dan bahlil dua manusia yang merusak alam indonesia ,,,dengan dalih investasi kedepean negara malah bangkrut karena hasil alam di keruk dan menjadi rusak sementara kekayaan dua orang badut ini terus meningkat ....dua orang lebih banyak merusak bangsa ini di bandingkan dengan apa yang di berikan untuk negara ,,,sontoloyo dua manusia rakus yang tak ubahnya sebagai calo proyek",-1,negative
2722,"Indonesia sudah mau merdeka 80 THN ...
Tapi tidak sesuai sila-sila Pancasila.....
Terutama sila ke 2 dan ke 5",-1,negative
2723,mentrinya terlalu rakus,0,neutral
2724,"Percuma rakyat teriak-teriak....
Karena di anggap anjing menggonggong.....
Pantaskah Papua minta merdeka?
Timur Leste Uda merdeka...
Orang Timor Leste bilang dijajah oleh orang Jawa ..",-1,negative
2725,Korupsi pejabat yg bisa kita banggakan buat anak cucu kita bang.. 😢,-1,negative
2726,Mending papua medeka secepat nya,-1,negative
2727,Izinnya dikantongi tahun 2017. Jaman mulyono,-1,negative
2728,Kirim opm ke raja ampat biar raja ampat tetap aman,1,positive
2729,Indonesia itu indah dan makmur meski tidak harus merusak alam ...kerakusan dan keserakahan yg hanya ingin untung tanpa mikir derita rakyat,-1,negative
2730,betul pejabat nya orang serakah,-1,negative
2731,"""Save Raja ampat bersiaplah 🙏""",1,positive
2732,Kenyataan,0,neutral
2733,"Suarakan terus. Semangat
Minimal kita puas teriak2",-1,negative
2734,Save raja ampat,1,positive
2735,"Kalo sudah begini, lebih baik biarkan saja papua merdeka.",-1,negative
2736,"""mulyono TU SURUH TANGGUNGJAWAB""‼️‼️10thn KERJA BRANTAKAN""‼️‼️",0,neutral
2737,"Pemerintah periode  sebelumnya pasti yg memberi izin. Krn barang ini sdh jalan diam2 sblm masyarakat dj sekitar pulau itu menyadarinya.... 
Pemerintah indonesia rakus",-1,negative
2738,Benar bang... Viralkann bang😢,-1,negative
2739,Yaa ampuuunnn..Alam di Raja ampat rusak parahh😢😢😢😢,-1,negative
2740,😢😭,-1,negative
2741,"tenang...ini yg namanya hilirisasi...sesuai janji Wapres Gibran, kita harus hilirisasi nikel",-1,negative
2742,ternak mulyono yang isinya anjng rabies udah telat pada marah nyesel liat kelakuan golongan mulyontot ngejarah kekayaa ngerusak alam magerin laut !!!,-1,negative
2743,tambang hanya memperkaya mafia,-1,negative
2744,Adehhh kenapa aset alam yg begitu berharga dirusak demi rakusnya oligarki.. Menyedihkan.,-1,negative
2745,Save raja ampat,1,positive
2746,"coba transparan,sumbangan dari propinsi di indonesia yang paling banyak itu dari propinsi mana,dan berapa jumlah  yang dikembalikan ke propinsi jumlahnya berapa,berimbang nggak,supaya tidak ada tuduhan tuduhan.supaya seimbang.",-1,negative
2747,Usutt tuntaaas,0,neutral
2748,kuburkan bahlil,0,neutral
2749,coba tanya sama yg pilih pemimpin wakanda,-1,negative
2750,Kluar aja,1,positive
2751,hancur alam dinegri ini.....gantung biangkeroknya,-1,negative
2752,Milih2  sih tempat  ..sdh ckp freeport  sdh lah biarkan papua alami.,-1,negative
2753,Koar koar doang di pikir enak x jdi pemerintah ngurusin urusan SE luas Indonesia...coba Luh jdi presiden dah coba apah yg Luh akan lakuin.,-1,negative
2754,"emang udh bener keknya OPM meneriakkan Kemerdekaan pisah dari Indonesia.Papua emang lebih baik berada dalam tangan mereka sendiri pribumi asli.Alam Papua dikeruk hanya untuk memeprkaya penguasa dan golongan tertentu diantara mereka.Rakyat Papua hanya menonton, seperti pertambangan emas ""PT FREEPORT"" di papua tapi rakyat nya masih Miskin kurang nya perhatian dari pemerintah pusat",-1,negative
2755,Loh kok bisa ya,1,positive
2756,Mereka harus bertanggung jawab,-1,negative
2757,Tanya tuh bahlil,-1,negative
2758,KERJAAN Mulyono 😂😂😂,1,positive
2759,"Ga bs bilang begitu jg dong bro... Barat jg kaya negerinya bro dan bernasib sama dengan exploitasi yg ga jelas jg... Sebaiknya koreksi fihak yg berwewenang dong.. Inilah Masalah terbesar di negara kita.. Korupsi dengan turun-turunannya adalah sumber semua masalah kita lho... Saya harap kita semua jgn kesiangan, Koruptor sedang menjarah Alam.. Sadar yh",-1,negative
2760,Bener dan setuju bang,-1,negative
2761,Cakep n keren bang...❤,1,positive
2762,baru sadar ya😢,-1,negative
2763,Ohh,0,neutral
2764,Tambang hanya utk orang2 rakus...gak pernah kenyang...babi juga kalah sama rakusnya,-1,negative
2765,Yg jahat tuh pemerintah mas bukan masyarakat Indonesia barat... Emang masyarakat Indonesia barat bahagia gitu dengan pemerintah ky gini...,-1,negative
2766,"Memang bajingan menteri2 yg ngasih ijin buka tambang di  raja ampat, mrk ini para pengkhianat bangsa yg hrs dilenyapkan dari bumi pertiwi, prabowo hrs menghentikan semua ekploitasi tambang di seluruh indonesia, karena merusak alam d cuaxa tambah panas",-1,negative
2767,udah viral para pejabat cuci tangan semua😅,1,positive
2768,Audit total itu... Bangke,-1,negative
2769,"Sudah saatnya bikin kelompok"" kecil untuk melawan pemerintah korup.",-1,negative
2770,"Meskipun gue belum pernah liburan kesana tapi gue merasa sedih dan juga marah, ya Allah mohon keadilan nya buat negri ini kasih peringatan buat mereka yang selalu merusak keindahan alam mu.",-1,negative
2771,Mari kita nikmati bersama hasil kerja2 jokowi,1,positive
2772,"GENG SOLO jgn dilawan...
Kecuali rakyat semua bersatu..
Klu kt cuma teriak sendiri"" gak bakalan digubris",-1,negative
2773,ngapain bergantung sama luar negri indonesia itu miskin jadi mau gak mau yah harus jual sesuatu,1,positive
2774,Percuma Bang semuanya dikuasai mulyono dan si samsul juga group medan,-1,negative
2775,Pantas papua ingin merdeka,-1,negative
2776,"Gk di usah di timur aja bang, di barat daerah sumatra aja di keruk sama pemerintah tapi daerahnya di biarkan kek gitu aja kek macam dumai dan sekitarnya, minyaknya disedot sampai kering tapi kotanya malah menyedihkan",-1,negative
2777,Msh jamanya nenek pdi ...sampelah pak jokowi dan konco2nya.. kan sdh selesai itu,-1,negative
2778,"Yang masih heran kenapa OPM terus ada, liat noh kelakuan pemerintah loh 😂",-1,negative
2779,Revolusi solusinya,1,positive
2780,"Malu saya, sebagai orang yang lahir dan besar di jakarta😢saya dukung papua Merdeka ✊segerakan referendum ✊kepada saudara saudari di papua, saya mohon maaf yang sebesar-besarnya 🙏🙏🙏🙏🙏",-1,negative
2781,"​​ @Bcl2018  ngapain malu...... wong orang2 timur yg paling militan mendukung jokowi ..... skrng mereka teriak2 ngerasain dampak kebijakan yg di lakukan jokowi ..... ehh yg disalahin orang jawa, bahkan orang jawa sendiri aja dh muak sm si mulyono 😂",-1,negative
2782,Semu krn masyarakat yg mau di sogok bnsos,-1,negative
2783,Terus Viralkan...!,0,neutral
2784,Selamatkan  raja empat ini rumah dan kehidupanku jangan kau perkosa,0,neutral
2785,semua ini ulah Joko Luhut. seperti ny si gondrong ini dulu pemuja sijoko tukang tipu,-1,negative
2786,Begitulah perbuatan Jokowi dan para ternaknya. Biadab!!!,0,neutral
2787,Betul bang.. Ganti presiden gak tambah apa.. Tambah bobrok.. Itu hasilnya oke gas oke gas...,-1,negative
2788,"Yg milih pemimpinnya warga 58 broooh.. bukan orang wilayah indonesia barat atopun timur.. tapi ya tuh yg punya hak yg warga 58 pilih.

45 tahun gua golput dan jadi penonton. Klo loe netral maka loe tau mana langkah bener dan yg salah. Bukan posisi orang indomesia barat dan timurnya yg kaga ada kuasa maenin semua keadaan diindonesia",-1,negative
2789,"Aku sudah ke Raja Ampat di THN 1998, pemandangan Raja Ampat SGT indah,tak bisa di ungkap dgn kata²....luar biasa di lihat dari jauh pendangan nya bagai lukisan, danau yg indah biru langit bersih..burung2 saling ber sahut²an..sedih membayangkan flora dn faunanya..🥲🥲",-1,negative
2790,"Mentrinya bang , ijin tambang minerba kan ada di pusat , kejar aja tuh mentri era jokowi yang sekarang masih menjabat , penjahat rakus tuh isinya",-1,negative
2791,"Bahlul tebel tuh dompetnya 😂
Pantaslah mereka mau merdeka. Waspada bisa benar2 terjadi konoha bubar.",-1,negative
2792,Dobol luuh semua siapa suruh jdi ternak mulyono  makanya pake otak yg cerdas sekarang saja luuh semua kowar2 kaya wong gila segila mulyono sama saja pembohong luuh,-1,negative
2793,Betul bang  sangat memperihatinkan.,-1,negative
2794,"Pimpinan tertinggi yg ngijinin bang, kl nggk ya nggk mungkin, kan itu termasuk hilirisasi nikel. hasilnya perusakan alam besar besaran dan sebagian besarnya hanya di nikmati golongan mereka sendiri . Rakyat mah hnya di bagikan amoas ampasnya .",-1,negative
2795,Rakyat gk boleh cari ikan karena di lindungi ehhh palah pemerintah ngerusak lebih parah😂😂😂,1,positive
2796,"MENTRI""INVESTASI ERA MULYONO
PERINTAH PUSAT PSN proyek INVESTASI MENJUAL SEBUAH NEGARA",0,neutral
2797,Jokowi lah biang kerok masalah negri ini.. dilanjutkan Prabowo Subianto dan wakil nya...,-1,negative
2798,"prabowo kemana prabowo,",0,neutral
2799,"Yang tanggung jawab adalah pejabat"" nya yang zolim..",-1,negative
2800,Gelap indonesia ku,-1,negative
2801,Rakyat Raja Ampat harus melawan...kalau perlu ajak perang kalau tempat kalian di rusak...,-1,negative
2802,"KENAPA TERNAK MULIONO DIAM AJA?? PROJO, PSI, BAHLIL, BUDI ARI, NGABALIN, FREDI, SILFESTER, 😂😂",1,positive
2803,Kasihan ya Alloh.....,0,neutral
2804,ITULAH MENGAPA GELAR DOKTORNYA BAHLIL DICANCEL. KOMPLOTAN GENG SOLO 😂,1,positive
2805,"Bukan Indonesia bagian barat, Indonesia bagian barat sumatera aja di gerus trus koq, hasil nya ke jawa sana",-1,negative
2806,"Up
Banti Viralkan!!!!",0,neutral
2807,Save Raja Ampat.,1,positive
2808,Adili mulyono,0,neutral
2809,Betul bang saya juga sedih dgn keadaan ini semua,-1,negative
2810,"Cari APBD mu sama pemerintahanmu di situ,kita sj di Sulawesi bahagian kabupaten ancur""an",0,neutral
2811,NEGARA INI UDA DI KUASAI  OLEH  OLIGARKHI HITAM  BEKERJA SAMA DENGAN OKNUM OKNUM PENGHIANAT BANGSA YG LAGI BERKUASA. KASUS  REZIM TERDAHULU ...SAMA DENGAN  BANTEN .PAGAR LAUT  REMPANG DGN TAMENG P S N ..DLL..    LAWAN ...SAMPAI TITIK DARAH PENGHABISAN,-1,negative
2812,"Ijin ekstraksi itu langsung di bawah pusat, nyalahin yg lama bisa, yg barupun juga bisa bgt. Jargong keberlanjutan itu berani, yaa karena tuker guling sama buat berkuasa. Nyalahin asing, padahal yg menjajah timur itu jelas elitenya sendiri. Mau merdeka dianggapnya separatis, tp di jajah atas nama satu bangsa. Taaahhiikk! 😊",-1,negative
2813,"Betul, selamatkan raja ampat",-1,negative
2814,"Revolusi Rakyat Bangkit Melawan 
Rezim di 2029",-1,negative
2815,Jahat deh Lo....!!! Mereka di PAPUA LO kasih apa ? Sudah SESUWAI kah dengan apa yg kau DAPAT dan kau Perbuat .! SDA kau ambil ..tapi SDMnya kau Iming-imingi saja.,-1,negative
2816,Sekarang saya dan mungkin banyak rakyat Indonesia yg mulai paham kenapa ada gerakan separatis di wilayah Indonesia timur,-1,negative
2817,"Bapak gibran lah kan jadi visi misi Gibran itu hilirisasi nikel
MAKANYA PILIH PEMIMPIN YG BENER BEROTAK DAN BERADAB",-1,negative
2818,Lah presidennya nyanjungin presiden yg sebelumnya.... Kan berarti sama plautnya,1,positive
2819,"Daaaa...sana merdeka aja, ga pusing indonesia!!  Bahlil blk sana ke papua!!!.. Kt ga makan dr timur...sy makan dr tanah jawa",1,positive
2820,Kalau bgni ma sy dari NTT dukung papua merdeka ..,-1,negative
2821,Mentri nya hrs di copot....yg ngijinin  nya tangkap...bila perlu hukum mati.,-1,negative
2822,Pantas saja papua selalu minta merdeka,-1,negative
2823,Papua merdeka aj,0,neutral
2824,Mari kita berontak kawan...  kami sdh siap dan sdh mempunyai pemimpin yg mumpuni....KDM raja kami....,1,positive
2825,"Mulai dr presiden, Mentri, DPR, MPR, gubernur, sampai bawahannya semua tdk punya otak tuk membangun negeri ini, mereka gerombolan gerombolan memperkaya diri sendiri apalagi yg suka menciptakan aturan dan peraturan tuk menindas rakyat..biadab mmg pejabat negara ini",-1,negative
2826,"Pemerintah bobrok otaknya cuman duit doank., pajak mahal alam di keruk., duit pejabat kurang terus kayaknya.",-1,negative
2827,Istri pemimpin mau beli tas baru..,-1,negative
2828,Free Free Papua.,1,positive
2829,"hilirisasi merusak bumi pertiwi secara merata. kekayaan alam pindah ke china, hutang menumpuk di Indonesia, benar benar warisan yg menyengsarakan anak cucu",-1,negative
2830,Tai...,-1,negative
2831,Yg ngasih ijin nya tangkap proses dan hukum,-1,negative
2832,Yang kasi ijin itu Presiden nya.... Ini bukan ulah Indonesia barat tapi Indonesia tengah.... Yang lokasinya di Jawa... 😁,-1,negative
2833,Yg pasti kepala daerah apa itu bupati apa itu gubernurnya kan orang daerah yg milih orang daerah kok tdk memihak masyarakat daerahnya kan membagingkan😢,-1,negative
2834,"Rusak negeri konoha , tak ada political will dari penguasa untuk merawat tanah tumpah darah kita.",-1,negative
2835,"Pemerintah ko seperti jd penjajah untuk negaranya sendiri yah,aku mah sedih aja",-1,negative
2836,Rakus,0,neutral
2837,"Bacotnya ngawur...gak semua rakyat INDONESIA setuju dengan upaya pemerintah dalam peningkatan pendapatan negara sampai harus merusak alam dan lingkungannya...cuman bacot orang itu berusaha merusak RI dimata internasional kayak opm/kkb kalo lagi nyari  perhatian internasional,bacot doang pinter...😂😂",-1,negative
2838,Saya mendukung papua merdeka biar gak dijajah sama mulyono,-1,negative
2839,Yakinlah pasti terkuak ngk lama lagi..,-1,negative
2840,Wajar bila papua minta berpisah dari nkri,-1,negative
2841,Gampang lah cek siapa yg kasih ijin,-1,negative
2842,Yg pasti ngasih izinya mulyono,0,neutral
2843,"Tanyakan sama si bahlul itu..
Pantes semua parte menginginkan menjadi mentri SDM",-1,negative
2844,Itulah kesempatan...ketika hukum...pejabat sedang dalam keadaan kalut dan jadi penjahat...,-1,negative
2845,Tanya si opung dan si bahlul.,-1,negative
2846,"Banyak emasnya malah, nikel cuma sebagian.",-1,negative
2847,"Emang kalian gak sadar ya.....? 
Klw tanah Indonesia sudah di jual sama mulyono ke 9 naga, liat aja sebelum mulyono habis masa jabatannya hampir semua tanah langsung dikelola oleh 9 naga dan sampai saat ini, dari rempang hingga yg lainnya, bahkan laut pun di jual di zaman nya mulyono, tanah rakyat yg sudah bersertifikat pun di ambil paksa dengan dalih PSN😂",-1,negative
2848,"Tak ada yg BS dibanggakan.mrk hny mengeruk kekayaan negri.drmi eusi perut sendiri.rakyat hny skdr diberi janji,dan mimpi..yg takn BS menjadi nyata..",1,positive
2849,Lengserkan Rezem Prabowo Gibran.. atau bubar saja..,-1,negative
2850,"Yang beri ijin orang orang bangsat,saya dukung papua",-1,negative
2851,Otak dan sumber dr permasalahan n ke gaduhan di negara ini adlh dr mantan presiden...jokowi.karna dia mengabdi pd oligarki aseng...,-1,negative
2852,"Tampang nya mah padahal begitu, tapi isi otak nya ngeri, jual ini jual itu tapi hutang makin numpuk.",-1,negative
2853,Mulai provokator onta n kebo komen,0,neutral
2854,"Kita Indonesia timur mendingan merdeka sendiri Abang 
Kita di jajah oleh Indonesia barat 💪💪",-1,negative
2855,Kayak orang pinter aje lu kribo...lu udah bisa apa buat negara ini... cuma ngebacot doang,-1,negative
2856,Dukung papua Merdeka... Cukup sudah ketidak adilan ini...,-1,negative
2857,"Bacot lu... suudzon sama Indonesia,

 Indonesia mengelola alam untuk kesejahteraan rakyat Indonesia",-1,negative
2858,"Uang uang uang, bayar bayar bayar.....",-1,negative
2859,"Wah raja ampat hancur, itu obyek wisata dunia",-1,negative
2860,Barat? Sumatra bg?,0,neutral
2861,Seharusnya lakukan tindkn yg keras bagi masyarakat bersatu kepemerintah agar dihentikan pengeruk²tambang tsbt di Raka Ampat apakah penyebbnya kok bisa dikuasai oeh para tngn²penjahat dn penjajah di NKRI bhkn kok pd didiamin oleh pemimpin pejabat dprd dpr ri apa fungsi dn peran mereka...apakah sdh dikendalikn sama si presiden sebelumnya atau ada apa dn mengapa layar disebaliknyaaaa,-1,negative
2862,"Itulah sebabnya daerah bagian timur dibiarkan pendidikannya rendah. Khawatirnya kalo pinter pada minta bubar dari NKRI.

Yuk kawan2 dan saudara2 kami yg ada di timur semangat belajar dan melek ilmu. Biar penjahat lokal dan asing tidak mengeksploitasi kekayaan alam kalian di timur 🙏🏼🙏🏼🙏🏼",-1,negative
2863,Jangan takut Masih ada yg bs dijual bisnis kawin siri di Jabar org arab tertarik bang,0,neutral
2864,Demo Serentak,0,neutral
2865,betul bang parah bgt.... Indonesia,-1,negative
2866,Terus suawarakan bang yg kasihnijin bener2 jahat otak nya cm duwit tnpa memikirkan dampaknya...sungguh miris smua alam di rusak rakus...,-1,negative
2867,"Jokowi jelas ijazah palsu bikin hutang mulu.. IKN ngerusak alam, ijin nikel dalih hilirisasi jokowi harus di adili",-1,negative
2868,Kita kawal terus bg raja ampat sya pribadi sangat menentang adanya penambangan besar2an di indonesia timur tolong ya kalian yg di raja ampat perjuangkan tanah kalian karna skrg oknum pemerintah hanya nyari untung sendiri tanpa memperdulikan dampak lingkungan kasian terumbu karang disana yg ratusan tahun berada di laut raja ampat harus rusak dan mati karna dampak penambangan nikel trsbt😢😢,-1,negative
2869,"Korupsinya bang,,, Indonesia salah 1 negara terkorup d dunia",-1,negative
2870,Penguasa gila sudah tidak ada tanggung jawab ini negara rusak tidak nemikirkan rakyat.,-1,negative
2871,Dasar metal rampok apa saja dimakan orang macam itu sebaiknya  dihukum mati  kalau pun penjarakan tidak akan kapok,-1,negative
2872,"Makin tahun makin rusak indonesia, makin mundur dan makin miskin karena di jajah sama negara sendiri
Entah apa yang di fikirkan para pejabat kenapa tidak mau memajukan negara dan memakmurkan negara",-1,negative
2873,Yg ngasih izin dikubur aj dlm galian nikel 😡,-1,negative
2874,"Hidup OPM, KKB,....",-1,negative
2875,"Keserakahan pemerintah emg makin rusak NKRI ini gk bisa d biarkan, 

Penjahat sesungguhnya itu pemerintah Indonesia sendiri... Sprti kok masih ja memeras pajak dr rakyat kecil. 

Dah hasil bumi d kuras dg membabi buta tnp otak... Bangun n bangkitlah wahai rakyat yg benar2 peduli bumi Pertiwi",-1,negative
